"","longname","name","link","s2_formula","s2_formula_mathml"
"59","Normalized Difference 800/550 Green NDVI hyper 2","GNDVIhyper2","http://www.indexdatabase.de/db/i-single.php?id=419","(band_8-band_3)/(band_8+band_3)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">800nm</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">550nm</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">800nm</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">550nm</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"60","Normalized Difference 800/650 Pigment specific normalised difference B1","PSNDb1","http://www.indexdatabase.de/db/i-single.php?id=285","(band_8-band_4)/(band_8+band_4)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">800nm</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">650nm</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">800nm</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">650nm</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"61","Normalized Difference 800/675 Pigment specific normalised difference A1","PSNDa1","http://www.indexdatabase.de/db/i-single.php?id=284","(band_8-band_4)/(band_8+band_4)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">800nm</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">675nm</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">800nm</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">675nm</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"62","Normalized Difference 800/680  Pigment specific normalised difference A2, Lichtenthaler indices 1, NDVIhyper","ND800-680","http://www.indexdatabase.de/db/i-single.php?id=260","(band_8-band_4)/(band_8+band_4)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">800nm</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">680nm</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">800nm</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">680nm</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"63","Normalized Difference 819/1600 NDII","NDII","http://www.indexdatabase.de/db/i-single.php?id=242","(band_8-band_11)/(band_8+band_11)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">819nm</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">1600nm</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">819nm</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">1600nm</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"64","Normalized Difference 819/1649 NDII 2","NDII2","http://www.indexdatabase.de/db/i-single.php?id=548","(band_8-band_11)/(band_8+band_11)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">819nm</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">1649nm</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">819nm</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">1649nm</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"65","Normalized Difference 820/1600 Normalized Difference Moisture Index","NDMI","http://www.indexdatabase.de/db/i-single.php?id=56","(band_8-band_11)/(band_8+band_11)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">820nm</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">1600nm</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">820nm</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">1600nm</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"66","Normalized Difference 827/668","ND827-668","http://www.indexdatabase.de/db/i-single.php?id=528","(band_8-band_4)/(band_8+band_4)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">827nm</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">668nm</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">827nm</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">668nm</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"67","Normalized Difference 833/1649 Infrared Index","ND833-1649","http://www.indexdatabase.de/db/i-single.php?id=554","(band_8-band_11)/(band_8+band_11)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">833nm</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">1649nm</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">833nm</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">1649nm</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"68","Normalized Difference 833/658","ND833-658","http://www.indexdatabase.de/db/i-single.php?id=550","(band_8-band_4)/(band_8+band_4)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">833nm</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">658nm</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">833nm</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">658nm</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"69","Normalized Difference 860/1640","SIWSI","http://www.indexdatabase.de/db/i-single.php?id=219","(band_8a-band_11)/(band_8a+band_11)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">860nm</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">1640nm</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">860nm</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">1640nm</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"70","Normalized Difference 895/675","ND895-675","http://www.indexdatabase.de/db/i-single.php?id=544","(band_8-band_4)/(band_8+band_4)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">895nm</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">675nm</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">895nm</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">675nm</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"71","Normalized Difference Green/Red Normalized green red difference index, Visible Atmospherically Resistant Indices Green (VIgreen)","NGRDI","http://www.indexdatabase.de/db/i-single.php?id=390","(band_3-band_4)/(band_3+band_4)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">GREEN</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">RED</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">GREEN</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">RED</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"72","Normalized Difference MIR/NIR Normalized Difference Vegetation Index (in case of strong atmospheric disturbances)","NDVI2","http://www.indexdatabase.de/db/i-single.php?id=59","(band_12-band_8)/(band_12+band_8)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">MIR</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">NIR</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">MIR</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">NIR</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"73","Normalized Difference NIR/Blue Blue-normalized difference vegetation index","BNDVI","http://www.indexdatabase.de/db/i-single.php?id=135","(band_8-band_2)/(band_8+band_2)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">BLUE</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">BLUE</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"74","Normalized Difference NIR/MIR Modified Normalized Difference Vegetation Index","MNDVI","http://www.indexdatabase.de/db/i-single.php?id=245","(band_8-band_12)/(band_8+band_12)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">MIR</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">MIR</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"75","Normalized Difference NIR/Red Normalized Difference Vegetation Index, Calibrated NDVI - CDVI","NDVI","http://www.indexdatabase.de/db/i-single.php?id=58","(band_8-band_4)/(band_8+band_4)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">RED</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">RED</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"76","Normalized Difference NIR/Rededge Normalized Difference Red-Edge","NDRE","http://www.indexdatabase.de/db/i-single.php?id=223","(band_8-band_5)/(band_8+band_5)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">rededge</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">rededge</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"77","Normalized Difference NIR/SWIR Normalized Burn Ratio","NBR","http://www.indexdatabase.de/db/i-single.php?id=53","(band_8-band_12)/(band_8+band_12)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">SWIR</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">SWIR</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"78","Normalized Difference Red/Green Redness Index","RI","http://www.indexdatabase.de/db/i-single.php?id=74","(band_5-band_3)/(band_5+band_3)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">R</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">G</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">R</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">G</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"79","Normalized Difference Salinity Index","NDSaI","http://www.indexdatabase.de/db/i-single.php?id=57","(band_11-band_12)/(band_11+band_12)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">[1600:1700]</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">[2145:2185]</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">[1600:1700]</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">[2145:2185]</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"80","Normalized Difference Vegetation Index 690-710","NDVI690-710","http://www.indexdatabase.de/db/i-single.php?id=361","(band_8-band_5)/(band_8+band_5)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">[690:710]</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">[690:710]</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"81","Optimized Soil Adjusted Vegetation Index","OSAVI","http://www.indexdatabase.de/db/i-single.php?id=63","(1+0.16)*(band_8-band_4)/(band_8+band_4+0.16)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mrow>
   <mrow>
    <mo>(</mo>
    <mrow>
     <mrow>
      <mn>1</mn>
      <mo>+</mo>
      <mi mathcolor=""#443399"">Y</mi>
     </mrow>
    </mrow>
    <mo>)</mo>
   </mrow>
   <mo>&amp;InvisibleTimes;</mo>
   <mfrac>
    <mrow>
     <mrow>
      <mrow>
       <mi mathcolor=""#443399"">800nm</mi>
       <mo>-</mo>
       <mi mathcolor=""#443399"">670nm</mi>
      </mrow>
     </mrow>
    </mrow>
    <mrow>
     <mrow>
      <mrow>
       <mi mathcolor=""#443399"">800nm</mi>
       <mo>+</mo>
       <mrow>
        <mi mathcolor=""#443399"">670nm</mi>
        <mo>+</mo>
        <mi mathcolor=""#443399"">Y</mi>
       </mrow>
      </mrow>
     </mrow>
    </mrow>
   </mfrac>
  </mrow>
 </mrow>
</math>"
"82","Pan NDVI","PNDVI","http://www.indexdatabase.de/db/i-single.php?id=188","(band_8-(band_3+band_4+band_2))/(band_8+(band_3+band_4+band_2))","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>-</mo>
      <mrow>
       <mo>(</mo>
       <mrow>
        <mrow>
         <mi mathcolor=""#443399"">GREEN</mi>
         <mo>+</mo>
         <mrow>
          <mi mathcolor=""#443399"">RED</mi>
          <mo>+</mo>
          <mi mathcolor=""#443399"">BLUE</mi>
         </mrow>
        </mrow>
       </mrow>
       <mo>)</mo>
      </mrow>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>+</mo>
      <mrow>
       <mo>(</mo>
       <mrow>
        <mrow>
         <mi mathcolor=""#443399"">GREEN</mi>
         <mo>+</mo>
         <mrow>
          <mi mathcolor=""#443399"">RED</mi>
          <mo>+</mo>
          <mi mathcolor=""#443399"">BLUE</mi>
         </mrow>
        </mrow>
       </mrow>
       <mo>)</mo>
      </mrow>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"83","Red edge 1","Rededge1","http://www.indexdatabase.de/db/i-single.php?id=335","(band_5)/(band_4)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mi mathcolor=""#443399"">[708:716]</mi>
   </mrow>
   <mrow>
    <mi mathcolor=""#443399"">[676:685]</mi>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"84","Red edge 2","Rededge2","http://www.indexdatabase.de/db/i-single.php?id=336","(band_5-band_4)/(band_5+band_4)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">[708:716]</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">[676:685]</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">[708:716]</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">[676:685]</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"85","Red-Blue NDVI","RBNDVI","http://www.indexdatabase.de/db/i-single.php?id=187","(band_8-(band_4+band_2))/(band_8+(band_4+band_2))","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>-</mo>
      <mrow>
       <mo>(</mo>
       <mrow>
        <mrow>
         <mi mathcolor=""#443399"">RED</mi>
         <mo>+</mo>
         <mi mathcolor=""#443399"">BLUE</mi>
        </mrow>
       </mrow>
       <mo>)</mo>
      </mrow>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">NIR</mi>
      <mo>+</mo>
      <mrow>
       <mo>(</mo>
       <mrow>
        <mrow>
         <mi mathcolor=""#443399"">RED</mi>
         <mo>+</mo>
         <mi mathcolor=""#443399"">BLUE</mi>
        </mrow>
       </mrow>
       <mo>)</mo>
      </mrow>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"86","Red-Edge Position Linear Interpolation","REP","http://www.indexdatabase.de/db/i-single.php?id=196","700+40*(((band_4+band_7)/(2))-band_5)/(band_6-band_5)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mrow>
   <mn>700</mn>
   <mo>+</mo>
   <mrow>
    <mn>40</mn>
    <mo>&amp;InvisibleTimes;</mo>
    <mfrac>
     <mrow>
      <mrow>
       <mrow>
        <mrow>
         <mo>(</mo>
         <mrow>
          <mfrac>
           <mrow>
            <mrow>
             <mrow>
              <mi mathcolor=""#443399"">670nm</mi>
              <mo>+</mo>
              <mi mathcolor=""#443399"">780nm</mi>
             </mrow>
            </mrow>
           </mrow>
           <mrow>
            <mn>2</mn>
           </mrow>
          </mfrac>
         </mrow>
         <mo>)</mo>
        </mrow>
        <mo>-</mo>
        <mi mathcolor=""#443399"">700nm</mi>
       </mrow>
      </mrow>
     </mrow>
     <mrow>
      <mrow>
       <mrow>
        <mi mathcolor=""#443399"">740nm</mi>
        <mo>-</mo>
        <mi mathcolor=""#443399"">700nm</mi>
       </mrow>
      </mrow>
     </mrow>
    </mfrac>
   </mrow>
  </mrow>
 </mrow>
</math>"
"87","Reflectance at the inflexion point","Rre","http://www.indexdatabase.de/db/i-single.php?id=331","(band_4+band_7)/(2)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">[670]</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">[780]</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mn>2</mn>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"88","Renormalized Difference Vegetation Index","RDVI","http://www.indexdatabase.de/db/i-single.php?id=76","(band_8-band_4)/(sqrt(band_8+band_4))","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">800nm</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">670nm</mi>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <msqrt>
     <mrow>
      <mi mathcolor=""#443399"">800nm</mi>
      <mo>+</mo>
      <mi mathcolor=""#443399"">670nm</mi>
     </mrow>
    </msqrt>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"89","Shape Index","IF","http://www.indexdatabase.de/db/i-single.php?id=79","(2*band_5-band_3-band_1)/(band_3-band_1)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mrow>
     <mrow>
      <mrow>
       <mn>2</mn>
       <mo>&amp;InvisibleTimes;</mo>
       <mi mathcolor=""#443399"">R</mi>
      </mrow>
      <mo>-</mo>
      <mrow>
       <mi mathcolor=""#443399"">G</mi>
       <mo>-</mo>
       <mi mathcolor=""#443399"">B</mi>
      </mrow>
     </mrow>
    </mrow>
   </mrow>
   <mrow>
    <mrow>
     <mrow>
      <mi mathcolor=""#443399"">G</mi>
      <mo>-</mo>
      <mi mathcolor=""#443399"">B</mi>
     </mrow>
    </mrow>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"90","Simple Ratio 1599/819 Moisture Stress Index 2","MSI2","http://www.indexdatabase.de/db/i-single.php?id=547","(band_11)/(band_8)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mi mathcolor=""#443399"">1599nm</mi>
   </mrow>
   <mrow>
    <mi mathcolor=""#443399"">819nm</mi>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"91","Simple Ratio 1600/820 Moisture Stress Index","MSI","http://www.indexdatabase.de/db/i-single.php?id=48","(band_11)/(band_8)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mi mathcolor=""#443399"">1600nm</mi>
   </mrow>
   <mrow>
    <mi mathcolor=""#443399"">820nm</mi>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"92","Simple Ratio 1650/2218","TM5-TM7","http://www.indexdatabase.de/db/i-single.php?id=337","(band_11)/(band_12)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mi mathcolor=""#443399"">1650nm</mi>
   </mrow>
   <mrow>
    <mi mathcolor=""#443399"">2218nm</mi>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"93","Simple Ratio 440/740","SR440-740","http://www.indexdatabase.de/db/i-single.php?id=415","(band_1)/(band_6)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mi mathcolor=""#443399"">440nm</mi>
   </mrow>
   <mrow>
    <mi mathcolor=""#443399"">740nm</mi>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"94","Simple Ratio 450/550 Blue green pigment index","BGI","http://www.indexdatabase.de/db/i-single.php?id=210","(band_1)/(band_3)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mi mathcolor=""#443399"">450nm</mi>
   </mrow>
   <mrow>
    <mi mathcolor=""#443399"">550nm</mi>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"95","Simple Ratio 520/670","SR520-670","http://www.indexdatabase.de/db/i-single.php?id=321","(band_2)/(band_4)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mi mathcolor=""#443399"">520nm</mi>
   </mrow>
   <mrow>
    <mi mathcolor=""#443399"">670nm</mi>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"96","Simple Ratio 550/670","SR550-670","http://www.indexdatabase.de/db/i-single.php?id=316","(band_3)/(band_4)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mi mathcolor=""#443399"">550nm</mi>
   </mrow>
   <mrow>
    <mi mathcolor=""#443399"">670nm</mi>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"97","Simple Ratio 550/680 Disease-Water Stress Index 4","DSWI-4","http://www.indexdatabase.de/db/i-single.php?id=271","(band_3)/(band_4)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mi mathcolor=""#443399"">550nm</mi>
   </mrow>
   <mrow>
    <mi mathcolor=""#443399"">680nm</mi>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"98","Simple Ratio 550/800","SR550-800","http://www.indexdatabase.de/db/i-single.php?id=397","(band_3)/(band_8)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mi mathcolor=""#443399"">550nm</mi>
   </mrow>
   <mrow>
    <mi mathcolor=""#443399"">800nm</mi>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"99","Simple Ratio 554/677 Greenness Index","GI","http://www.indexdatabase.de/db/i-single.php?id=32","(band_3)/(band_4)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mi mathcolor=""#443399"">554nm</mi>
   </mrow>
   <mrow>
    <mi mathcolor=""#443399"">677nm</mi>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"100","Simple Ratio 560/658 GRVIhyper","SR560-658","http://www.indexdatabase.de/db/i-single.php?id=552","(band_3)/(band_4)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mi mathcolor=""#443399"">560nm</mi>
   </mrow>
   <mrow>
    <mi mathcolor=""#443399"">658nm</mi>
   </mrow>
  </mfrac>
 </mrow>
</math>"
"101","Simple Ratio 672/550 Datt5","SR672-550","http://www.indexdatabase.de/db/i-single.php?id=154","(band_4)/(band_3)","<math xmlns=""http://www.w3.org/1998/Math/MathML"">
 <mrow>
  <mfrac>
   <mrow>
    <mi mathcolor=""#443399"">672nm</mi>
   </mrow>
   <mrow>
    <mi mathcolor=""#443399"">550nm</mi>
   </mrow>
  </mfrac>
 </mrow>
</math>"
